frame_index,seq,header_stamp
0,60557,1153.414125000
1,60558,1153.433775000
2,60559,1153.447402000
3,60560,1153.465084000
4,60561,1153.480624000
5,60562,1153.500536000
6,60563,1153.513978000
7,60564,1153.531482000
8,60565,1153.547284000
9,60566,1153.566889000
10,60567,1153.580590000
11,60568,1153.597993000
12,60569,1153.614144000
13,60570,1153.633725000
14,60571,1153.647382000
15,60572,1153.664747000
16,60573,1153.680847000
17,60574,1153.700379000
18,60575,1153.713905000
19,60576,1153.731496000
20,60577,1153.747138000
21,60578,1153.766868000
22,60579,1153.780460000
23,60580,1153.797777000
24,60581,1153.813774000
25,60582,1153.833701000
26,60583,1153.847167000
27,60584,1153.864758000
28,60585,1153.880611000
29,60586,1153.900343000
30,60587,1153.913876000
31,60588,1153.931572000
32,60589,1153.947117000
33,60590,1153.966997000
34,60591,1153.980439000
35,60592,1153.998078000
36,60593,1154.013612000
37,60594,1154.033585000
38,60595,1154.046964000
39,60596,1154.064323000
40,60597,1154.080302000
41,60598,1154.099918000
42,60599,1154.113695000
43,60600,1154.131786000
44,60601,1154.147139000
45,60602,1154.167077000
46,60603,1154.180381000
47,60604,1154.197990000
48,60605,1154.213601000
49,60606,1154.233928000
50,60607,1154.246860000
51,60608,1154.264645000
52,60609,1154.280491000
53,60610,1154.300163000
54,60611,1154.313433000
55,60612,1154.331383000
56,60613,1154.346800000
57,60614,1154.366606000
58,60615,1154.380271000
59,60616,1154.397791000
60,60617,1154.413869000
61,60618,1154.433494000
62,60619,1154.447519000
63,60620,1154.464753000
64,60621,1154.480115000
65,60622,1154.500175000
66,60623,1154.513392000
67,60624,1154.531785000
68,60625,1154.546703000
69,60626,1154.566355000
70,60627,1154.580004000
71,60628,1154.597543000
72,60629,1154.613399000
73,60630,1154.633406000
74,60631,1154.646815000
75,60632,1154.664432000
76,60633,1154.680411000
77,60634,1154.700156000
78,60635,1154.713277000
79,60636,1154.731363000
80,60637,1154.746506000
81,60638,1154.766618000
82,60639,1154.779846000
83,60640,1154.797652000
84,60641,1154.813319000
85,60642,1154.833340000
86,60643,1154.846506000
87,60644,1154.864126000
88,60645,1154.879971000
89,60646,1154.899790000
90,60647,1154.913383000
91,60648,1154.931424000
92,60649,1154.946573000
93,60650,1154.966684000
94,60651,1154.979915000
95,60652,1154.998007000
96,60653,1155.013123000
97,60654,1155.033775000
98,60655,1155.046443000
99,60656,1155.064092000
100,60657,1155.079867000
101,60658,1155.099584000
102,60659,1155.113122000
103,60660,1155.131162000
104,60661,1155.146540000
105,60662,1155.166428000
106,60663,1155.179842000
107,60664,1155.197607000
108,60665,1155.213085000
109,60666,1155.233461000
110,60667,1155.246305000
111,60668,1155.264829000
112,60669,1155.279555000
113,60670,1155.299642000
114,60671,1155.312868000
115,60672,1155.331015000
116,60673,1155.346192000
117,60674,1155.366192000
118,60675,1155.379669000
119,60676,1155.397510000
120,60677,1155.413272000
121,60678,1155.433487000
