frame_index,seq,header_stamp
0,151431,2662.404181000
1,151432,2662.421150000
2,151433,2662.437330000
3,151434,2662.452738000
4,151435,2662.470322000
5,151436,2662.486944000
6,151437,2662.503606000
7,151438,2662.519623000
8,151439,2662.537133000
9,151440,2662.553935000
10,151441,2662.570434000
11,151442,2662.586048000
12,151443,2662.603931000
13,151444,2662.620827000
14,151445,2662.637303000
15,151446,2662.652595000
16,151447,2662.670574000
17,151448,2662.687616000
18,151449,2662.703815000
19,151450,2662.719279000
20,151451,2662.736997000
21,151452,2662.753902000
22,151453,2662.770390000
23,151454,2662.786038000
24,151455,2662.803705000
25,151456,2662.819513000
26,151457,2662.837180000
27,151458,2662.852544000
28,151459,2662.870651000
29,151460,2662.888484000
30,151461,2662.904213000
31,151462,2662.919155000
32,151463,2662.937388000
33,151464,2662.954400000
34,151465,2662.970553000
35,151466,2662.985749000
36,151467,2663.003624000
37,151468,2663.020500000
38,151469,2663.037042000
39,151470,2663.052538000
40,151471,2663.070301000
41,151472,2663.087027000
42,151473,2663.103648000
43,151474,2663.118967000
44,151475,2663.137212000
45,151476,2663.154014000
46,151477,2663.170595000
47,151478,2663.185574000
48,151479,2663.203641000
49,151480,2663.220645000
50,151481,2663.237103000
51,151482,2663.252299000
52,151483,2663.270186000
53,151484,2663.286994000
54,151485,2663.303562000
55,151486,2663.318869000
56,151487,2663.337163000
57,151488,2663.354206000
58,151489,2663.370370000
59,151490,2663.385435000
60,151491,2663.403725000
61,151492,2663.419409000
62,151493,2663.436817000
63,151494,2663.452088000
64,151495,2663.469956000
65,151496,2663.488627000
66,151497,2663.503715000
67,151498,2663.518858000
68,151499,2663.539052000
69,151500,2663.554020000
70,151501,2663.570039000
71,151502,2663.585340000
72,151503,2663.603300000
73,151504,2663.620230000
74,151505,2663.636290000
75,151506,2663.652505000
76,151507,2663.669676000
77,151508,2663.686642000
78,151509,2663.702957000
79,151510,2663.718534000
80,151511,2663.737629000
81,151512,2663.753479000
82,151513,2663.769549000
83,151514,2663.785388000
84,151515,2663.803780000
85,151516,2663.819776000
86,151517,2663.836319000
87,151518,2663.852223000
88,151519,2663.869444000
89,151520,2663.886572000
90,151521,2663.903787000
91,151522,2663.918388000
92,151523,2663.937629000
93,151524,2663.953474000
94,151525,2663.969353000
95,151526,2663.984987000
96,151527,2664.003006000
97,151528,2664.018916000
98,151529,2664.037803000
99,151530,2664.051849000
100,151531,2664.069813000
