frame_index,seq,header_stamp
0,18690,465.990166000
1,18691,466.008904000
2,18692,466.023531000
3,18693,466.043057000
4,18694,466.056771000
5,18695,466.075469000
6,18696,466.090265000
7,18697,466.109918000
8,18698,466.123411000
9,18699,466.142429000
10,18700,466.156574000
11,18701,466.176236000
12,18702,466.190058000
13,18703,466.208626000
14,18704,466.223503000
15,18705,466.243228000
16,18706,466.256484000
17,18707,466.275475000
18,18708,466.289843000
19,18709,466.309474000
20,18710,466.323517000
21,18711,466.341952000
22,18712,466.356749000
23,18713,466.376366000
24,18714,466.389813000
25,18715,466.408857000
26,18716,466.423250000
27,18717,466.442929000
28,18718,466.456749000
29,18719,466.475366000
30,18720,466.490033000
31,18721,466.509277000
32,18722,466.523161000
33,18723,466.542125000
34,18724,466.556503000
35,18725,466.576125000
36,18726,466.589999000
37,18727,466.608604000
38,18728,466.623427000
39,18729,466.642813000
40,18730,466.656304000
41,18731,466.675417000
42,18732,466.689837000
43,18733,466.709499000
44,18734,466.723450000
45,18735,466.741444000
46,18736,466.756262000
47,18737,466.774781000
48,18738,466.789591000
49,18739,466.808541000
50,18740,466.823154000
51,18741,466.842764000
52,18742,466.856501000
53,18743,466.874752000
54,18744,466.889500000
55,18745,466.909297000
56,18746,466.923053000
57,18747,466.942095000
58,18748,466.956485000
59,18749,466.976027000
60,18750,466.989765000
61,18751,467.008572000
62,18752,467.023111000
63,18753,467.042593000
64,18754,467.056128000
65,18755,467.075008000
66,18756,467.089750000
67,18757,467.109271000
68,18758,467.122496000
69,18759,467.140286000
70,18760,467.156107000
71,18761,467.175869000
72,18762,467.189416000
73,18763,467.208179000
74,18764,467.223006000
75,18765,467.242557000
76,18766,467.256415000
77,18767,467.273672000
78,18768,467.289329000
79,18769,467.309058000
80,18770,467.323007000
81,18771,467.341713000
82,18772,467.356301000
83,18773,467.375931000
84,18774,467.389777000
85,18775,467.408390000
86,18776,467.422372000
87,18777,467.442108000
88,18778,467.456149000
89,18779,467.475159000
90,18780,467.489564000
91,18781,467.509230000
92,18782,467.522203000
93,18783,467.539851000
94,18784,467.555997000
95,18785,467.575660000
96,18786,467.589403000
97,18787,467.608099000
98,18788,467.622109000
99,18789,467.641970000
100,18790,467.656098000
101,18791,467.674834000
102,18792,467.689258000
103,18793,467.709102000
104,18794,467.722297000
105,18795,467.740211000
106,18796,467.756234000
107,18797,467.775895000
108,18798,467.788811000
109,18799,467.806473000
110,18800,467.822459000
111,18801,467.842064000
112,18802,467.856063000
113,18803,467.874684000
114,18804,467.889491000
115,18805,467.908943000
116,18806,467.921955000
117,18807,467.939736000
118,18808,467.955954000
119,18809,467.975514000
120,18810,467.989294000
