frame_index,seq,header_stamp
0,26418,594.719202000
1,26419,594.735123000
2,26420,594.752682000
3,26421,594.769141000
4,26422,594.784924000
5,26423,594.802612000
6,26424,594.818385000
7,26425,594.835276000
8,26426,594.852844000
9,26427,594.868436000
10,26428,594.886264000
11,26429,594.902499000
12,26430,594.918298000
13,26431,594.936116000
14,26432,594.952024000
15,26433,594.969419000
16,26434,594.985071000
17,26435,595.002926000
18,26436,595.018832000
19,26437,595.035370000
20,26438,595.053041000
21,26439,595.069199000
22,26440,595.084895000
23,26441,595.102682000
24,26442,595.118498000
25,26443,595.135322000
26,26444,595.153171000
27,26445,595.169241000
28,26446,595.184653000
29,26447,595.202629000
30,26448,595.218555000
31,26449,595.235131000
32,26450,595.252552000
33,26451,595.268367000
34,26452,595.286118000
35,26453,595.301458000
36,26454,595.319093000
37,26455,595.334862000
38,26456,595.352288000
39,26457,595.368059000
40,26458,595.385757000
41,26459,595.401647000
42,26460,595.419404000
43,26461,595.434767000
44,26462,595.452639000
45,26463,595.469253000
46,26464,595.485688000
47,26465,595.501293000
48,26466,595.519011000
49,26467,595.534981000
50,26468,595.552923000
51,26469,595.568053000
52,26470,595.585505000
53,26471,595.601381000
54,26472,595.619172000
55,26473,595.634701000
56,26474,595.652540000
57,26475,595.668219000
58,26476,595.686220000
59,26477,595.701266000
60,26478,595.718809000
61,26479,595.734556000
62,26480,595.752214000
63,26481,595.767810000
64,26482,595.785623000
65,26483,595.801341000
66,26484,595.818832000
67,26485,595.834504000
68,26486,595.852033000
69,26487,595.867855000
70,26488,595.885731000
71,26489,595.901261000
72,26490,595.919103000
73,26491,595.934763000
74,26492,595.952858000
75,26493,595.967892000
76,26494,595.985404000
77,26495,596.001084000
78,26496,596.018725000
79,26497,596.034664000
80,26498,596.052440000
81,26499,596.067845000
82,26500,596.085062000
83,26501,596.100936000
84,26502,596.118622000
85,26503,596.134472000
86,26504,596.152565000
87,26505,596.167743000
88,26506,596.185404000
89,26507,596.201110000
90,26508,596.218556000
91,26509,596.234398000
92,26510,596.252133000
93,26511,596.267721000
94,26512,596.285448000
95,26513,596.301020000
96,26514,596.319009000
97,26515,596.334655000
98,26516,596.352424000
99,26517,596.367464000
100,26518,596.385437000
101,26519,596.401046000
102,26520,596.418798000
103,26521,596.434398000
104,26522,596.452448000
105,26523,596.467639000
106,26524,596.484868000
107,26525,596.500818000
108,26526,596.518818000
109,26527,596.534590000
110,26528,596.552650000
111,26529,596.567565000
112,26530,596.585377000
113,26531,596.600777000
114,26532,596.618305000
115,26533,596.634282000
116,26534,596.652250000
117,26535,596.667632000
118,26536,596.685591000
119,26537,596.700873000
120,26538,596.718660000
121,26539,596.734356000
122,26540,596.752141000
123,26541,596.767458000
124,26542,596.785521000
125,26543,596.800912000
126,26544,596.818940000
127,26545,596.834500000
128,26546,596.852579000
129,26547,596.868000000
130,26548,596.885408000
131,26549,596.900740000
132,26550,596.918548000
133,26551,596.934507000
134,26552,596.952418000
135,26553,596.967524000
136,26554,596.985248000
137,26555,597.000706000
138,26556,597.018348000
139,26557,597.034299000
140,26558,597.052617000
141,26559,597.067906000
142,26560,597.085675000
143,26561,597.101045000
144,26562,597.118815000
145,26563,597.134215000
146,26564,597.151850000
147,26565,597.167440000
148,26566,597.185355000
149,26567,597.200711000
150,26568,597.218946000
151,26569,597.234474000
152,26570,597.252476000
153,26571,597.267598000
154,26572,597.285273000
155,26573,597.300708000
156,26574,597.318662000
157,26575,597.334399000
158,26576,597.352569000
159,26577,597.367224000
160,26578,597.384883000
161,26579,597.400692000
