frame_index,seq,header_stamp
0,47711,949.402435000
1,47712,949.419393000
2,47713,949.435768000
3,47714,949.454594000
4,47715,949.469224000
5,47716,949.487851000
6,47717,949.502501000
7,47718,949.521107000
8,47719,949.535597000
9,47720,949.552714000
10,47721,949.569050000
11,47722,949.587907000
12,47723,949.602517000
13,47724,949.620809000
14,47725,949.635650000
15,47726,949.654426000
16,47727,949.668835000
17,47728,949.685941000
18,47729,949.702366000
19,47730,949.721201000
20,47731,949.735855000
21,47732,949.754161000
22,47733,949.768912000
23,47734,949.787709000
24,47735,949.802057000
25,47736,949.819270000
26,47737,949.835720000
27,47738,949.854514000
28,47739,949.869196000
29,47740,949.887391000
30,47741,949.902141000
31,47742,949.919127000
32,47743,949.935541000
33,47744,949.952651000
34,47745,949.969145000
35,47746,949.987813000
36,47747,950.002432000
37,47748,950.020768000
38,47749,950.035221000
39,47750,950.052382000
40,47751,950.068904000
41,47752,950.085986000
42,47753,950.102492000
43,47754,950.121169000
44,47755,950.135816000
45,47756,950.154139000
46,47757,950.168496000
47,47758,950.185644000
48,47759,950.202148000
49,47760,950.219206000
50,47761,950.235770000
51,47762,950.254426000
52,47763,950.269012000
53,47764,950.287469000
54,47765,950.301687000
55,47766,950.318911000
56,47767,950.335373000
57,47768,950.352448000
58,47769,950.369174000
59,47770,950.387771000
60,47771,950.402405000
61,47772,950.418551000
62,47773,950.435008000
63,47774,950.452242000
64,47775,950.468857000
65,47776,950.485748000
66,47777,950.502529000
67,47778,950.521201000
68,47779,950.535880000
69,47780,950.551835000
70,47781,950.568264000
71,47782,950.585534000
72,47783,950.602101000
73,47784,950.618617000
74,47785,950.635406000
75,47786,950.653867000
76,47787,950.668194000
77,47788,950.685235000
78,47789,950.701662000
79,47790,950.719102000
80,47791,950.735678000
81,47792,950.751942000
82,47793,950.768767000
83,47794,950.787385000
84,47795,950.801960000
85,47796,950.818779000
86,47797,950.835308000
87,47798,950.852429000
88,47799,950.868772000
89,47800,950.885268000
90,47801,950.901534000
91,47802,950.918450000
92,47803,950.934667000
93,47804,950.951859000
94,47805,950.968248000
95,47806,950.985472000
96,47807,951.001766000
97,47808,951.018652000
98,47809,951.034778000
99,47810,951.051733000
100,47811,951.068051000
101,47812,951.085245000
102,47813,951.101637000
103,47814,951.118873000
104,47815,951.135179000
105,47816,951.151961000
106,47817,951.167852000
107,47818,951.185173000
108,47819,951.201237000
109,47820,951.218561000
110,47821,951.234884000
111,47822,951.252135000
112,47823,951.268884000
113,47824,951.284833000
114,47825,951.301082000
115,47826,951.318326000
116,47827,951.334544000
117,47828,951.351879000
118,47829,951.368480000
119,47830,951.385761000
120,47831,951.402269000
121,47832,951.418169000
122,47833,951.434298000
123,47834,951.451630000
124,47835,951.468009000
125,47836,951.485194000
126,47837,951.501697000
127,47838,951.519231000
128,47839,951.535567000
129,47840,951.551435000
130,47841,951.568092000
131,47842,951.585081000
132,47843,951.601297000
133,47844,951.618500000
134,47845,951.634909000
135,47846,951.652022000
136,47847,951.668361000
137,47848,951.684702000
138,47849,951.700780000
139,47850,951.718297000
140,47851,951.734682000
141,47852,951.751794000
142,47853,951.768315000
143,47854,951.785826000
144,47855,951.801049000
145,47856,951.818166000
146,47857,951.834227000
147,47858,951.851607000
148,47859,951.868011000
149,47860,951.884868000
150,47861,951.901315000
151,47862,951.918512000
152,47863,951.935014000
153,47864,951.951325000
154,47865,951.968249000
155,47866,951.985085000
156,47867,952.001702000
157,47868,952.018226000
158,47869,952.034670000
159,47870,952.051798000
160,47871,952.068119000
161,47872,952.084818000
162,47873,952.101759000
163,47874,952.118599000
164,47875,952.134950000
165,47876,952.151482000
166,47877,952.168039000
167,47878,952.185187000
168,47879,952.201409000
169,47880,952.218128000
170,47881,952.234624000
171,47882,952.251558000
172,47883,952.268040000
173,47884,952.283942000
174,47885,952.301641000
175,47886,952.318717000
176,47887,952.333982000
177,47888,952.351451000
178,47889,952.367648000
