frame_index,seq,header_stamp
0,437947,7449.129608000
1,437948,7449.150406000
2,437949,7449.162342000
3,437950,7449.180846000
4,437951,7449.195718000
5,437952,7449.216808000
6,437953,7449.229221000
7,437954,7449.246412000
8,437955,7449.262308000
9,437956,7449.283253000
10,437957,7449.295644000
11,437958,7449.314024000
12,437959,7449.328958000
13,437960,7449.348599000
14,437961,7449.362461000
15,437962,7449.379649000
16,437963,7449.395642000
17,437964,7449.417487000
18,437965,7449.429144000
19,437966,7449.447383000
20,437967,7449.462156000
21,437968,7449.483516000
22,437969,7449.495835000
23,437970,7449.513001000
24,437971,7449.528836000
25,437972,7449.549717000
26,437973,7449.562066000
27,437974,7449.580690000
28,437975,7449.595500000
29,437976,7449.616623000
30,437977,7449.628915000
31,437978,7449.646457000
32,437979,7449.662078000
33,437980,7449.683168000
34,437981,7449.695528000
35,437982,7449.714116000
36,437983,7449.728857000
37,437984,7449.749590000
38,437985,7449.761939000
39,437986,7449.779522000
40,437987,7449.795278000
41,437988,7449.816177000
42,437989,7449.828674000
43,437990,7449.847200000
44,437991,7449.862115000
45,437992,7449.882648000
46,437993,7449.895618000
47,437994,7449.912725000
48,437995,7449.928544000
49,437996,7449.947803000
50,437997,7449.961876000
51,437998,7449.980514000
52,437999,7449.995431000
53,438000,7450.017205000
54,438001,7450.028833000
55,438002,7450.045988000
56,438003,7450.061810000
57,438004,7450.082923000
58,438005,7450.095141000
59,438006,7450.112423000
60,438007,7450.128973000
61,438008,7450.149339000
62,438009,7450.161693000
63,438010,7450.178948000
64,438011,7450.195375000
65,438012,7450.216098000
66,438013,7450.228440000
67,438014,7450.245876000
68,438015,7450.261854000
69,438016,7450.282347000
70,438017,7450.295152000
71,438018,7450.312423000
72,438019,7450.328280000
73,438020,7450.349131000
74,438021,7450.361757000
75,438022,7450.379082000
76,438023,7450.394981000
77,438024,7450.415691000
78,438025,7450.428162000
79,438026,7450.445741000
80,438027,7450.461456000
81,438028,7450.482734000
82,438029,7450.495040000
83,438030,7450.512428000
84,438031,7450.528198000
85,438032,7450.545666000
86,438033,7450.561420000
87,438034,7450.579021000
88,438035,7450.594873000
89,438036,7450.616504000
90,438037,7450.628292000
91,438038,7450.645821000
92,438039,7450.661446000
93,438040,7450.681843000
94,438041,7450.694833000
95,438042,7450.712359000
96,438043,7450.728081000
97,438044,7450.748335000
98,438045,7450.761527000
99,438046,7450.779033000
100,438047,7450.795102000
101,438048,7450.815724000
102,438049,7450.828075000
103,438050,7450.845733000
104,438051,7450.861403000
105,438052,7450.881593000
106,438053,7450.894984000
107,438054,7450.912427000
108,438055,7450.927931000
109,438056,7450.948965000
110,438057,7450.961301000
111,438058,7450.980155000
112,438059,7450.994829000
113,438060,7451.015219000
114,438061,7451.028254000
115,438062,7451.045843000
116,438063,7451.061148000
117,438064,7451.081522000
118,438065,7451.094869000
119,438066,7451.113381000
120,438067,7451.127958000
121,438068,7451.147372000
122,438069,7451.161125000
123,438070,7451.179065000
124,438071,7451.194468000
125,438072,7451.216069000
126,438073,7451.227742000
127,438074,7451.246726000
128,438075,7451.261860000
129,438076,7451.281525000
130,438077,7451.294821000
131,438078,7451.312400000
132,438079,7451.327734000
133,438080,7451.348820000
134,438081,7451.361279000
135,438082,7451.380069000
136,438083,7451.394594000
137,438084,7451.415111000
138,438085,7451.427914000
139,438086,7451.445537000
140,438087,7451.460906000
141,438088,7451.481149000
142,438089,7451.494722000
143,438090,7451.513440000
144,438091,7451.527472000
145,438092,7451.547424000
146,438093,7451.560861000
147,438094,7451.578720000
148,438095,7451.594412000
149,438096,7451.615494000
150,438097,7451.627707000
151,438098,7451.646810000
152,438099,7451.660901000
153,438100,7451.681331000
154,438101,7451.694163000
155,438102,7451.712112000
156,438103,7451.727544000
157,438104,7451.745745000
158,438105,7451.760871000
159,438106,7451.779890000
160,438107,7451.794335000
161,438108,7451.816267000
162,438109,7451.827493000
163,438110,7451.845489000
164,438111,7451.860744000
165,438112,7451.881177000
166,438113,7451.894483000
167,438114,7451.913279000
168,438115,7451.927218000
169,438116,7451.947367000
170,438117,7451.960740000
171,438118,7451.978677000
172,438119,7451.994359000
173,438120,7452.015457000
174,438121,7452.027274000
175,438122,7452.046662000
176,438123,7452.060485000
177,438124,7452.079129000
178,438125,7452.093911000
179,438126,7452.111926000
180,438127,7452.127368000
181,438128,7452.147279000
182,438129,7452.160420000
183,438130,7452.178760000
184,438131,7452.193772000
185,438132,7452.213657000
186,438133,7452.227082000
187,438134,7452.245268000
188,438135,7452.260566000
189,438136,7452.280403000
190,438137,7452.293962000
191,438138,7452.312184000
192,438139,7452.326950000
193,438140,7452.345461000
194,438141,7452.360466000
195,438142,7452.378550000
196,438143,7452.394065000
197,438144,7452.415508000
198,438145,7452.427252000
199,438146,7452.445233000
200,438147,7452.460142000
201,438148,7452.478568000
202,438149,7452.493800000
203,438150,7452.511862000
204,438151,7452.526987000
205,438152,7452.547306000
206,438153,7452.560055000
207,438154,7452.578513000
208,438155,7452.593451000
209,438156,7452.613326000
210,438157,7452.626990000
211,438158,7452.645276000
212,438159,7452.660101000
213,438160,7452.680577000
214,438161,7452.693553000
215,438162,7452.711999000
216,438163,7452.726724000
217,438164,7452.745183000
218,438165,7452.760296000
219,438166,7452.778518000
220,438167,7452.793466000
221,438168,7452.813418000
222,438169,7452.826675000
223,438170,7452.845240000
224,438171,7452.859980000
225,438172,7452.878390000
226,438173,7452.893638000
227,438174,7452.912002000
228,438175,7452.926593000
229,438176,7452.946576000
230,438177,7452.959912000
231,438178,7452.977357000
232,438179,7452.993743000
233,438180,7453.015934000
234,438181,7453.027502000
235,438182,7453.044094000
236,438183,7453.059811000
237,438184,7453.081001000
238,438185,7453.093296000
239,438186,7453.110518000
240,438187,7453.127049000
241,438188,7453.148378000
242,438189,7453.160100000
243,438190,7453.177754000
244,438191,7453.193164000
245,438192,7453.214526000
246,438193,7453.226321000
247,438194,7453.243896000
248,438195,7453.260343000
249,438196,7453.281261000
250,438197,7453.293071000
251,438198,7453.310911000
252,438199,7453.326303000
253,438200,7453.346680000
254,438201,7453.359787000
255,438202,7453.377256000
256,438203,7453.393151000
257,438204,7453.410604000
258,438205,7453.426420000
259,438206,7453.444123000
260,438207,7453.459496000
261,438208,7453.477262000
262,438209,7453.492945000
263,438210,7453.510613000
264,438211,7453.526313000
265,438212,7453.543506000
266,438213,7453.559531000
267,438214,7453.577734000
268,438215,7453.592812000
269,438216,7453.614647000
270,438217,7453.626311000
271,438218,7453.643941000
272,438219,7453.659496000
273,438220,7453.677213000
274,438221,7453.692809000
275,438222,7453.710825000
276,438223,7453.726005000
277,438224,7453.743721000
278,438225,7453.759529000
279,438226,7453.777269000
280,438227,7453.792835000
281,438228,7453.810526000
282,438229,7453.825986000
283,438230,7453.844009000
284,438231,7453.859240000
285,438232,7453.876972000
286,438233,7453.892851000
287,438234,7453.910625000
288,438235,7453.926044000
289,438236,7453.943886000
290,438237,7453.959231000
291,438238,7453.977325000
292,438239,7453.992737000
293,438240,7454.010451000
294,438241,7454.026065000
295,438242,7454.044011000
296,438243,7454.059175000
297,438244,7454.077089000
298,438245,7454.092563000
299,438246,7454.110685000
300,438247,7454.125818000
301,438248,7454.143617000
302,438249,7454.159244000
303,438250,7454.177270000
304,438251,7454.192499000
305,438252,7454.212537000
306,438253,7454.225699000
307,438254,7454.243838000
308,438255,7454.259146000
309,438256,7454.276944000
310,438257,7454.292575000
311,438258,7454.310630000
312,438259,7454.325658000
313,438260,7454.343666000
314,438261,7454.358900000
315,438262,7454.377306000
316,438263,7454.392663000
317,438264,7454.410313000
318,438265,7454.425673000
319,438266,7454.444005000
320,438267,7454.458899000
321,438268,7454.476997000
322,438269,7454.492612000
323,438270,7454.510435000
324,438271,7454.525717000
325,438272,7454.543334000
326,438273,7454.558973000
327,438274,7454.577167000
