frame_index,seq,header_stamp
0,481760,8168.939398000
1,481761,8168.957055000
2,481762,8168.970443000
3,481763,8168.990648000
4,481764,8169.007813000
5,481765,8169.020601000
6,481766,8169.037417000
7,481767,8169.055413000
8,481768,8169.072136000
9,481769,8169.089013000
10,481770,8169.103811000
11,481771,8169.122271000
12,481772,8169.139341000
13,481773,8169.155165000
14,481774,8169.170593000
15,481775,8169.188835000
16,481776,8169.204073000
17,481777,8169.222108000
18,481778,8169.237004000
19,481779,8169.256729000
20,481780,8169.274645000
21,481781,8169.287157000
22,481782,8169.304088000
23,481783,8169.321793000
24,481784,8169.338767000
25,481785,8169.355532000
26,481786,8169.370184000
27,481787,8169.388754000
28,481788,8169.405804000
29,481789,8169.420000000
30,481790,8169.437249000
31,481791,8169.453367000
32,481792,8169.470452000
33,481793,8169.488419000
34,481794,8169.503485000
35,481795,8169.523440000
36,481796,8169.540646000
37,481797,8169.553608000
38,481798,8169.570586000
39,481799,8169.586892000
40,481800,8169.603854000
41,481801,8169.619997000
42,481802,8169.637091000
43,481803,8169.653266000
44,481804,8169.670763000
45,481805,8169.686584000
46,481806,8169.703758000
47,481807,8169.719832000
48,481808,8169.737031000
49,481809,8169.753187000
50,481810,8169.770138000
51,481811,8169.786658000
52,481812,8169.803547000
53,481813,8169.821959000
54,481814,8169.836519000
55,481815,8169.853148000
56,481816,8169.871665000
57,481817,8169.886472000
58,481818,8169.903603000
59,481819,8169.919759000
60,481820,8169.937143000
61,481821,8169.953098000
62,481822,8169.970241000
63,481823,8169.986459000
64,481824,8170.003590000
65,481825,8170.019775000
66,481826,8170.036715000
67,481827,8170.053195000
68,481828,8170.070337000
69,481829,8170.086346000
70,481830,8170.103182000
71,481831,8170.121798000
72,481832,8170.138673000
73,481833,8170.152852000
74,481834,8170.170081000
75,481835,8170.186197000
76,481836,8170.203580000
77,481837,8170.219567000
78,481838,8170.236477000
79,481839,8170.253079000
80,481840,8170.270403000
81,481841,8170.286329000
82,481842,8170.303268000
83,481843,8170.321640000
84,481844,8170.338922000
85,481845,8170.352856000
86,481846,8170.369845000
87,481847,8170.386307000
88,481848,8170.403246000
89,481849,8170.419404000
90,481850,8170.436635000
91,481851,8170.452733000
92,481852,8170.470489000
93,481853,8170.486126000
94,481854,8170.503001000
95,481855,8170.519432000
96,481856,8170.536489000
97,481857,8170.553001000
98,481858,8170.569899000
99,481859,8170.586106000
100,481860,8170.603051000
101,481861,8170.619381000
102,481862,8170.636296000
103,481863,8170.652831000
104,481864,8170.670074000
105,481865,8170.685848000
106,481866,8170.703115000
107,481867,8170.719142000
108,481868,8170.736440000
109,481869,8170.752772000
110,481870,8170.769890000
111,481871,8170.786263000
112,481872,8170.802978000
113,481873,8170.819385000
114,481874,8170.836253000
115,481875,8170.854729000
116,481876,8170.870421000
117,481877,8170.885798000
118,481878,8170.902909000
119,481879,8170.919334000
120,481880,8170.936578000
121,481881,8170.952531000
122,481882,8170.969711000
123,481883,8170.986015000
124,481884,8171.003024000
125,481885,8171.019370000
126,481886,8171.036125000
127,481887,8171.052983000
128,481888,8171.071351000
129,481889,8171.086135000
130,481890,8171.102719000
131,481891,8171.119646000
132,481892,8171.136522000
133,481893,8171.152413000
134,481894,8171.169474000
135,481895,8171.186851000
136,481896,8171.202626000
137,481897,8171.219535000
138,481898,8171.236272000
139,481899,8171.252696000
140,481900,8171.269878000
141,481901,8171.286002000
142,481902,8171.303004000
143,481903,8171.319409000
144,481904,8171.336169000
145,481905,8171.352727000
146,481906,8171.369265000
147,481907,8171.386019000
148,481908,8171.403219000
149,481909,8171.418859000
150,481910,8171.436017000
151,481911,8171.452383000
152,481912,8171.469447000
153,481913,8171.485744000
154,481914,8171.502868000
155,481915,8171.519078000
156,481916,8171.536136000
157,481917,8171.552448000
158,481918,8171.569287000
159,481919,8171.586017000
160,481920,8171.602029000
161,481921,8171.619365000
162,481922,8171.635727000
163,481923,8171.652683000
164,481924,8171.670530000
165,481925,8171.685639000
166,481926,8171.702550000
167,481927,8171.719030000
168,481928,8171.736052000
169,481929,8171.752440000
170,481930,8171.769010000
171,481931,8171.785757000
172,481932,8171.803387000
173,481933,8171.819141000
174,481934,8171.835694000
175,481935,8171.852648000
176,481936,8171.869478000
177,481937,8171.886071000
178,481938,8171.901924000
179,481939,8171.919381000
180,481940,8171.936302000
181,481941,8171.952276000
182,481942,8171.969044000
183,481943,8171.985788000
184,481944,8172.003135000
185,481945,8172.019399000
186,481946,8172.035480000
187,481947,8172.052485000
188,481948,8172.069675000
189,481949,8172.085811000
190,481950,8172.101676000
191,481951,8172.119308000
192,481952,8172.135991000
193,481953,8172.152695000
194,481954,8172.168481000
195,481955,8172.186011000
196,481956,8172.201962000
197,481957,8172.218949000
198,481958,8172.235231000
199,481959,8172.252398000
200,481960,8172.270320000
201,481961,8172.286201000
202,481962,8172.302050000
203,481963,8172.319246000
204,481964,8172.336308000
205,481965,8172.352653000
206,481966,8172.368725000
207,481967,8172.385983000
208,481968,8172.402989000
209,481969,8172.419366000
210,481970,8172.435316000
211,481971,8172.452693000
212,481972,8172.469607000
213,481973,8172.485952000
214,481974,8172.501781000
215,481975,8172.519062000
216,481976,8172.535957000
217,481977,8172.552709000
218,481978,8172.568692000
219,481979,8172.586050000
220,481980,8172.603215000
221,481981,8172.619309000
222,481982,8172.634732000
223,481983,8172.652635000
224,481984,8172.669513000
225,481985,8172.685968000
226,481986,8172.701599000
227,481987,8172.719310000
228,481988,8172.736219000
229,481989,8172.752344000
230,481990,8172.768387000
231,481991,8172.785712000
232,481992,8172.801854000
233,481993,8172.819351000
234,481994,8172.835239000
235,481995,8172.852451000
236,481996,8172.871829000
237,481997,8172.884474000
238,481998,8172.901704000
239,481999,8172.919045000
240,482000,8172.935948000
241,482001,8172.952368000
242,482002,8172.968498000
243,482003,8172.985702000
244,482004,8173.002561000
245,482005,8173.018781000
246,482006,8173.034942000
247,482007,8173.052224000
248,482008,8173.069221000
249,482009,8173.085685000
250,482010,8173.101761000
251,482011,8173.118934000
252,482012,8173.136125000
253,482013,8173.152228000
