frame_index,seq,header_stamp
0,59959,1153.416822000
1,59960,1153.433275000
2,59961,1153.449048000
3,59962,1153.470204000
4,59963,1153.482650000
5,59964,1153.500647000
6,59965,1153.515844000
7,59966,1153.536809000
8,59967,1153.549130000
9,59968,1153.566749000
10,59969,1153.582367000
11,59970,1153.603701000
12,59971,1153.615942000
13,59972,1153.634037000
14,59973,1153.649047000
15,59974,1153.670047000
16,59975,1153.682374000
17,59976,1153.700111000
18,59977,1153.715684000
19,59978,1153.736904000
20,59979,1153.749116000
21,59980,1153.767028000
22,59981,1153.782357000
23,59982,1153.803255000
24,59983,1153.815639000
25,59984,1153.833503000
26,59985,1153.848865000
27,59986,1153.869803000
28,59987,1153.882353000
29,59988,1153.900162000
30,59989,1153.915836000
31,59990,1153.936792000
32,59991,1153.949065000
33,59992,1153.966789000
34,59993,1153.982136000
35,59994,1154.003025000
36,59995,1154.015747000
37,59996,1154.033869000
38,59997,1154.048793000
39,59998,1154.070013000
40,59999,1154.082049000
41,60000,1154.099995000
42,60001,1154.115472000
43,60002,1154.136290000
44,60003,1154.148792000
45,60004,1154.166758000
46,60005,1154.181981000
47,60006,1154.203151000
48,60007,1154.215543000
49,60008,1154.233495000
50,60009,1154.248898000
51,60010,1154.269957000
52,60011,1154.282145000
53,60012,1154.299894000
54,60013,1154.315471000
55,60014,1154.336772000
56,60015,1154.348599000
57,60016,1154.366716000
58,60017,1154.382078000
59,60018,1154.403163000
60,60019,1154.415728000
61,60020,1154.433910000
62,60021,1154.448453000
63,60022,1154.469755000
64,60023,1154.481933000
65,60024,1154.500033000
66,60025,1154.515267000
67,60026,1154.536228000
68,60027,1154.548745000
69,60028,1154.566674000
70,60029,1154.581796000
71,60030,1154.603186000
72,60031,1154.615425000
73,60032,1154.633369000
74,60033,1154.648541000
75,60034,1154.669513000
76,60035,1154.681755000
77,60036,1154.699433000
78,60037,1154.715084000
79,60038,1154.736360000
80,60039,1154.748572000
81,60040,1154.766487000
82,60041,1154.781817000
83,60042,1154.802825000
84,60043,1154.815661000
85,60044,1154.833529000
86,60045,1154.848292000
87,60046,1154.869376000
88,60047,1154.881838000
89,60048,1154.899926000
90,60049,1154.915481000
91,60050,1154.936450000
92,60051,1154.948357000
93,60052,1154.966042000
94,60053,1154.981708000
95,60054,1155.002909000
96,60055,1155.015159000
97,60056,1155.033235000
98,60057,1155.048508000
99,60058,1155.069494000
100,60059,1155.081640000
101,60060,1155.099603000
102,60061,1155.114921000
103,60062,1155.135892000
104,60063,1155.148448000
105,60064,1155.166335000
106,60065,1155.181762000
107,60066,1155.202891000
108,60067,1155.215342000
109,60068,1155.233572000
110,60069,1155.248257000
111,60070,1155.269350000
112,60071,1155.281665000
113,60072,1155.299617000
114,60073,1155.317326000
115,60074,1155.336381000
116,60075,1155.348265000
117,60076,1155.366259000
118,60077,1155.381614000
119,60078,1155.402640000
120,60079,1155.414975000
121,60080,1155.432881000
122,60081,1155.448232000
123,60082,1155.469442000
124,60083,1155.481522000
125,60084,1155.499609000
126,60085,1155.514901000
127,60086,1155.535836000
128,60087,1155.548296000
129,60088,1155.566151000
130,60089,1155.581417000
131,60090,1155.602711000
132,60091,1155.614913000
133,60092,1155.632914000
134,60093,1155.648163000
135,60094,1155.669224000
136,60095,1155.681634000
137,60096,1155.699519000
138,60097,1155.715430000
139,60098,1155.736445000
140,60099,1155.748214000
141,60100,1155.766155000
142,60101,1155.781435000
143,60102,1155.802357000
144,60103,1155.814933000
145,60104,1155.832788000
146,60105,1155.848031000
147,60106,1155.869348000
148,60107,1155.881508000
149,60108,1155.899433000
150,60109,1155.914737000
151,60110,1155.935707000
152,60111,1155.948277000
153,60112,1155.966116000
154,60113,1155.981399000
155,60114,1156.002596000
156,60115,1156.014880000
157,60116,1156.032660000
158,60117,1156.048064000
159,60118,1156.069154000
160,60119,1156.081664000
161,60120,1156.099540000
162,60121,1156.114950000
163,60122,1156.136228000
164,60123,1156.148189000
165,60124,1156.166081000
166,60125,1156.181436000
167,60126,1156.202449000
168,60127,1156.214749000
169,60128,1156.232746000
170,60129,1156.248083000
171,60130,1156.269348000
172,60131,1156.281400000
173,60132,1156.299365000
174,60133,1156.314752000
175,60134,1156.335732000
176,60135,1156.347909000
177,60136,1156.366097000
178,60137,1156.381346000
179,60138,1156.402577000
180,60139,1156.414708000
181,60140,1156.432668000
182,60141,1156.448065000
183,60142,1156.469256000
184,60143,1156.481283000
185,60144,1156.499622000
186,60145,1156.514991000
187,60146,1156.536379000
188,60147,1156.548193000
189,60148,1156.566479000
190,60149,1156.581421000
191,60150,1156.602425000
192,60151,1156.614584000
193,60152,1156.632694000
194,60153,1156.647965000
195,60154,1156.669287000
196,60155,1156.681332000
197,60156,1156.699361000
198,60157,1156.714710000
199,60158,1156.735756000
200,60159,1156.748042000
