frame_index,seq,header_stamp
0,485498,8231.196480000
1,485499,8231.213699000
2,485500,8231.229514000
3,485501,8231.246902000
4,485502,8231.263790000
5,485503,8231.280034000
6,485504,8231.297100000
7,485505,8231.313433000
8,485506,8231.329284000
9,485507,8231.347268000
10,485508,8231.363281000
11,485509,8231.380127000
12,485510,8231.396173000
13,485511,8231.413472000
14,485512,8231.429411000
15,485513,8231.445490000
16,485514,8231.463599000
17,485515,8231.480179000
18,485516,8231.497240000
19,485517,8231.513244000
20,485518,8231.529068000
21,485519,8231.547168000
22,485520,8231.563832000
23,485521,8231.580194000
24,485522,8231.596090000
25,485523,8231.613362000
26,485524,8231.630873000
27,485525,8231.646687000
28,485526,8231.662734000
29,485527,8231.680003000
30,485528,8231.696806000
31,485529,8231.713316000
32,485530,8231.729082000
33,485531,8231.745278000
34,485532,8231.762243000
35,485533,8231.779779000
36,485534,8231.796598000
37,485535,8231.813276000
38,485536,8231.829221000
39,485537,8231.845783000
40,485538,8231.862927000
41,485539,8231.879872000
42,485540,8231.895981000
43,485541,8231.913158000
44,485542,8231.928747000
45,485543,8231.947140000
46,485544,8231.963419000
47,485545,8231.978502000
48,485546,8231.996341000
49,485547,8232.011815000
50,485548,8232.028862000
51,485549,8232.045174000
52,485550,8232.062150000
53,485551,8232.079673000
54,485552,8232.095307000
55,485553,8232.113406000
56,485554,8232.128535000
57,485555,8232.146048000
58,485556,8232.161995000
59,485557,8232.178586000
60,485558,8232.196293000
61,485559,8232.211696000
62,485560,8232.229045000
63,485561,8232.245138000
64,485562,8232.262307000
65,485563,8232.278455000
66,485564,8232.295444000
67,485565,8232.311835000
68,485566,8232.328761000
69,485567,8232.346444000
70,485568,8232.361831000
71,485569,8232.379343000
72,485570,8232.395078000
73,485571,8232.411656000
74,485572,8232.428941000
75,485573,8232.445048000
76,485574,8232.462255000
77,485575,8232.478333000
78,485576,8232.495680000
79,485577,8232.511757000
80,485578,8232.528898000
81,485579,8232.545170000
82,485580,8232.562170000
83,485581,8232.578519000
84,485582,8232.595437000
85,485583,8232.612499000
86,485584,8232.628218000
87,485585,8232.645862000
88,485586,8232.661509000
