frame_index,seq,header_stamp
0,150838,2662.418509000
1,150839,2662.439349000
2,150840,2662.451782000
3,150841,2662.471147000
4,150842,2662.485097000
5,150843,2662.504704000
6,150844,2662.518616000
7,150845,2662.535541000
8,150846,2662.552342000
9,150847,2662.572695000
10,150848,2662.584992000
11,150849,2662.604478000
12,150850,2662.618281000
13,150851,2662.635456000
14,150852,2662.652212000
15,150853,2662.670745000
16,150854,2662.684944000
17,150855,2662.704502000
18,150856,2662.718220000
19,150857,2662.735308000
20,150858,2662.751976000
21,150859,2662.771378000
22,150860,2662.785066000
23,150861,2662.804144000
24,150862,2662.818186000
25,150863,2662.835491000
26,150864,2662.851835000
27,150865,2662.871042000
28,150866,2662.884827000
29,150867,2662.901969000
30,150868,2662.918757000
31,150869,2662.937694000
32,150870,2662.951397000
33,150871,2662.970931000
34,150872,2662.984756000
35,150873,2663.001698000
36,150874,2663.018598000
37,150875,2663.035312000
38,150876,2663.051998000
39,150877,2663.070464000
40,150878,2663.084711000
41,150879,2663.104393000
42,150880,2663.117945000
43,150881,2663.134964000
44,150882,2663.151892000
45,150883,2663.170942000
46,150884,2663.184650000
47,150885,2663.203683000
48,150886,2663.217875000
49,150887,2663.237450000
50,150888,2663.251193000
51,150889,2663.268157000
52,150890,2663.285170000
53,150891,2663.304487000
54,150892,2663.317819000
55,150893,2663.335076000
56,150894,2663.351505000
57,150895,2663.368765000
58,150896,2663.384488000
59,150897,2663.401504000
60,150898,2663.418456000
61,150899,2663.434858000
62,150900,2663.451712000
63,150901,2663.468592000
64,150902,2663.484321000
65,150903,2663.501653000
66,150904,2663.518210000
67,150905,2663.535048000
68,150906,2663.551646000
69,150907,2663.568440000
70,150908,2663.584278000
71,150909,2663.601579000
72,150910,2663.618019000
73,150911,2663.635025000
74,150912,2663.651519000
75,150913,2663.668348000
76,150914,2663.684238000
77,150915,2663.701502000
78,150916,2663.718043000
79,150917,2663.734990000
80,150918,2663.750821000
81,150919,2663.768246000
82,150920,2663.784816000
83,150921,2663.801555000
84,150922,2663.817565000
85,150923,2663.834738000
86,150924,2663.851245000
87,150925,2663.868324000
88,150926,2663.884056000
89,150927,2663.901431000
90,150928,2663.918059000
91,150929,2663.934648000
92,150930,2663.950805000
93,150931,2663.968075000
94,150932,2663.983960000
95,150933,2664.001005000
96,150934,2664.017782000
97,150935,2664.034768000
98,150936,2664.051268000
99,150937,2664.067919000
100,150938,2664.083937000
101,150939,2664.101307000
102,150940,2664.117237000
103,150941,2664.134356000
104,150942,2664.151139000
105,150943,2664.168055000
106,150944,2664.183954000
107,150945,2664.201080000
108,150946,2664.217711000
109,150947,2664.234848000
110,150948,2664.250542000
111,150949,2664.267605000
112,150950,2664.284526000
113,150951,2664.300955000
114,150952,2664.317772000
115,150953,2664.334536000
116,150954,2664.350429000
117,150955,2664.367819000
118,150956,2664.383741000
119,150957,2664.400853000
120,150958,2664.417706000
121,150959,2664.434597000
122,150960,2664.450363000
123,150961,2664.467598000
124,150962,2664.484248000
125,150963,2664.501160000
126,150964,2664.516983000
127,150965,2664.534057000
128,150966,2664.550929000
129,150967,2664.567433000
130,150968,2664.584206000
131,150969,2664.601151000
132,150970,2664.616870000
133,150971,2664.634406000
134,150972,2664.650675000
135,150973,2664.667589000
136,150974,2664.684218000
137,150975,2664.700904000
138,150976,2664.716837000
139,150977,2664.734340000
140,150978,2664.750155000
141,150979,2664.767249000
142,150980,2664.784048000
143,150981,2664.800913000
144,150982,2664.816776000
145,150983,2664.834135000
146,150984,2664.850958000
147,150985,2664.867388000
148,150986,2664.883830000
149,150987,2664.900735000
150,150988,2664.917347000
151,150989,2664.934338000
152,150990,2664.950121000
153,150991,2664.967509000
154,150992,2664.983328000
155,150993,2665.000773000
156,150994,2665.016648000
157,150995,2665.033933000
158,150996,2665.050636000
159,150997,2665.067243000
160,150998,2665.083310000
161,150999,2665.100703000
162,151000,2665.116559000
163,151001,2665.133885000
164,151002,2665.151689000
165,151003,2665.166915000
166,151004,2665.184599000
167,151005,2665.200223000
168,151006,2665.218144000
169,151007,2665.233756000
170,151008,2665.251221000
171,151009,2665.266837000
172,151010,2665.284634000
173,151011,2665.299956000
174,151012,2665.318233000
175,151013,2665.333662000
176,151014,2665.350788000
177,151015,2665.366871000
178,151016,2665.384514000
179,151017,2665.400170000
180,151018,2665.417897000
181,151019,2665.433295000
182,151020,2665.450826000
183,151021,2665.466740000
184,151022,2665.484054000
185,151023,2665.500134000
186,151024,2665.517162000
187,151025,2665.533655000
188,151026,2665.551156000
189,151027,2665.566531000
190,151028,2665.583851000
191,151029,2665.599992000
192,151030,2665.617166000
193,151031,2665.633502000
194,151032,2665.650964000
195,151033,2665.666555000
196,151034,2665.684521000
197,151035,2665.699832000
198,151036,2665.717625000
199,151037,2665.733467000
200,151038,2665.750819000
201,151039,2665.766598000
202,151040,2665.783369000
203,151041,2665.800177000
204,151042,2665.816142000
205,151043,2665.833260000
206,151044,2665.850449000
207,151045,2665.866484000
208,151046,2665.884175000
209,151047,2665.899806000
210,151048,2665.917101000
211,151049,2665.933485000
212,151050,2665.950599000
213,151051,2665.966315000
214,151052,2665.983860000
215,151053,2665.999746000
216,151054,2666.016845000
217,151055,2666.033335000
218,151056,2666.050489000
219,151057,2666.066229000
220,151058,2666.083536000
221,151059,2666.099546000
222,151060,2666.116850000
223,151061,2666.133227000
224,151062,2666.150356000
225,151063,2666.166362000
226,151064,2666.184842000
227,151065,2666.199435000
228,151066,2666.216485000
229,151067,2666.233263000
230,151068,2666.250409000
231,151069,2666.266200000
232,151070,2666.284151000
233,151071,2666.299641000
234,151072,2666.317089000
235,151073,2666.333175000
236,151074,2666.350743000
237,151075,2666.366199000
238,151076,2666.383783000
239,151077,2666.399466000
240,151078,2666.416912000
241,151079,2666.432409000
242,151080,2666.449686000
243,151081,2666.466217000
244,151082,2666.483359000
245,151083,2666.499337000
246,151084,2666.516602000
247,151085,2666.533069000
248,151086,2666.550337000
249,151087,2666.565856000
250,151088,2666.583942000
251,151089,2666.599374000
252,151090,2666.616638000
253,151091,2666.632798000
254,151092,2666.650104000
255,151093,2666.666187000
256,151094,2666.683995000
257,151095,2666.698954000
258,151096,2666.716259000
259,151097,2666.733086000
260,151098,2666.750478000
261,151099,2666.766006000
262,151100,2666.783715000
263,151101,2666.799359000
264,151102,2666.816548000
265,151103,2666.832147000
266,151104,2666.850150000
267,151105,2666.865845000
268,151106,2666.883252000
269,151107,2666.899210000
270,151108,2666.916280000
271,151109,2666.932175000
272,151110,2666.950530000
273,151111,2666.965641000
274,151112,2666.983509000
275,151113,2666.999258000
276,151114,2667.016699000
277,151115,2667.032783000
278,151116,2667.050235000
279,151117,2667.066054000
280,151118,2667.083763000
281,151119,2667.098962000
282,151120,2667.116240000
283,151121,2667.132641000
284,151122,2667.150249000
285,151123,2667.165864000
286,151124,2667.183745000
287,151125,2667.199476000
288,151126,2667.216812000
289,151127,2667.231985000
290,151128,2667.249170000
291,151129,2667.265774000
292,151130,2667.283650000
293,151131,2667.299388000
294,151132,2667.316815000
295,151133,2667.332237000
296,151134,2667.349861000
297,151135,2667.365925000
298,151136,2667.381977000
299,151137,2667.399655000
300,151138,2667.416993000
301,151139,2667.431818000
