frame_index,seq,header_stamp
0,48309,949.400974000
1,48310,949.418343000
2,48311,949.434083000
3,48312,949.452105000
4,48313,949.467561000
5,48314,949.484684000
6,48315,949.500839000
7,48316,949.518591000
8,48317,949.534313000
9,48318,949.551419000
10,48319,949.567676000
11,48320,949.585565000
12,48321,949.600804000
13,48322,949.618288000
14,48323,949.633823000
15,48324,949.651710000
16,48325,949.667565000
17,48326,949.684855000
18,48327,949.700822000
19,48328,949.718967000
20,48329,949.734186000
21,48330,949.751303000
22,48331,949.767381000
23,48332,949.785015000
24,48333,949.800858000
25,48334,949.818147000
26,48335,949.834139000
27,48336,949.851979000
28,48337,949.867617000
29,48338,949.883858000
30,48339,949.901894000
31,48340,949.918255000
32,48341,949.934087000
33,48342,949.951569000
34,48343,949.967401000
35,48344,949.985357000
36,48345,950.000611000
37,48346,950.018073000
38,48347,950.033966000
39,48348,950.051860000
40,48349,950.067470000
41,48350,950.084866000
42,48351,950.100727000
43,48352,950.118600000
44,48353,950.134412000
45,48354,950.151563000
46,48355,950.167291000
47,48356,950.185318000
48,48357,950.200709000
49,48358,950.218139000
50,48359,950.233895000
51,48360,950.251950000
52,48361,950.267134000
53,48362,950.284611000
54,48363,950.300561000
55,48364,950.318192000
56,48365,950.334003000
57,48366,950.351578000
58,48367,950.367067000
59,48368,950.385055000
60,48369,950.400484000
61,48370,950.418115000
62,48371,950.433934000
63,48372,950.451796000
64,48373,950.467191000
65,48374,950.484696000
66,48375,950.500464000
67,48376,950.518496000
68,48377,950.533709000
69,48378,950.551127000
70,48379,950.566965000
71,48380,950.584737000
72,48381,950.600506000
73,48382,950.618185000
74,48383,950.633695000
75,48384,950.651747000
76,48385,950.667099000
77,48386,950.684633000
78,48387,950.700526000
79,48388,950.718584000
80,48389,950.733970000
81,48390,950.751166000
82,48391,950.766936000
83,48392,950.784152000
84,48393,950.802072000
85,48394,950.817168000
86,48395,950.833534000
87,48396,950.851330000
88,48397,950.867110000
89,48398,950.884325000
90,48399,950.900161000
91,48400,950.917761000
92,48401,950.933681000
93,48402,950.950085000
