frame_index,seq,header_stamp
0,438546,7449.133589000
1,438547,7449.148176000
2,438548,7449.165549000
3,438549,7449.183292000
4,438550,7449.202752000
5,438551,7449.214864000
6,438552,7449.232580000
7,438553,7449.249684000
8,438554,7449.267917000
9,438555,7449.283278000
10,438556,7449.298454000
11,438557,7449.316163000
12,438558,7449.334606000
13,438559,7449.347908000
14,438560,7449.365374000
15,438561,7449.381337000
16,438562,7449.401606000
17,438563,7449.414753000
18,438564,7449.432553000
19,438565,7449.448061000
20,438566,7449.468299000
21,438567,7449.483238000
22,438568,7449.498101000
23,438569,7449.514572000
24,438570,7449.534793000
25,438571,7449.549312000
26,438572,7449.564893000
27,438573,7449.583165000
28,438574,7449.601568000
29,438575,7449.614322000
30,438576,7449.632200000
31,438577,7449.647799000
32,438578,7449.668085000
33,438579,7449.681370000
34,438580,7449.698890000
35,438581,7449.714788000
36,438582,7449.734093000
37,438583,7449.747998000
38,438584,7449.765117000
39,438585,7449.780727000
40,438586,7449.802617000
41,438587,7449.816288000
42,438588,7449.831267000
43,438589,7449.847904000
44,438590,7449.868181000
45,438591,7449.880549000
46,438592,7449.897503000
47,438593,7449.914442000
48,438594,7449.934682000
49,438595,7449.948012000
50,438596,7449.965354000
51,438597,7449.980744000
52,438598,7450.001530000
53,438599,7450.014704000
54,438600,7450.031724000
55,438601,7450.047859000
56,438602,7450.068166000
57,438603,7450.080473000
58,438604,7450.097793000
59,438605,7450.114249000
60,438606,7450.134963000
61,438607,7450.147423000
62,438608,7450.164939000
63,438609,7450.180563000
64,438610,7450.201144000
65,438611,7450.216167000
66,438612,7450.231067000
67,438613,7450.249200000
68,438614,7450.267463000
69,438615,7450.280430000
70,438616,7450.297589000
71,438617,7450.315923000
72,438618,7450.333302000
73,438619,7450.349148000
74,438620,7450.364556000
75,438621,7450.382124000
76,438622,7450.401626000
77,438623,7450.415836000
78,438624,7450.431465000
79,438625,7450.449021000
80,438626,7450.467374000
81,438627,7450.480339000
82,438628,7450.497299000
83,438629,7450.515788000
84,438630,7450.534067000
85,438631,7450.549133000
86,438632,7450.564202000
87,438633,7450.580106000
88,438634,7450.601227000
89,438635,7450.615494000
90,438636,7450.631108000
91,438637,7450.648754000
92,438638,7450.667088000
93,438639,7450.682284000
94,438640,7450.697107000
95,438641,7450.715691000
96,438642,7450.734017000
97,438643,7450.749011000
98,438644,7450.764065000
99,438645,7450.780092000
100,438646,7450.801012000
101,438647,7450.815747000
102,438648,7450.830946000
103,438649,7450.848843000
104,438650,7450.867405000
105,438651,7450.879926000
106,438652,7450.896775000
107,438653,7450.915265000
108,438654,7450.932233000
109,438655,7450.948908000
110,438656,7450.963868000
111,438657,7450.982557000
112,438658,7451.002111000
113,438659,7451.015715000
114,438660,7451.030460000
115,438661,7451.048982000
116,438662,7451.067438000
117,438663,7451.079924000
118,438664,7451.097305000
119,438665,7451.115732000
120,438666,7451.134256000
