frame_index,seq,header_stamp
0,476716,8084.928085000
1,476717,8084.942897000
2,476718,8084.961658000
3,476719,8084.976801000
4,476720,8084.994771000
5,476721,8085.009656000
6,476722,8085.028431000
7,476723,8085.043171000
8,476724,8085.061341000
9,476725,8085.076851000
10,476726,8085.094604000
11,476727,8085.109793000
12,476728,8085.127177000
13,476729,8085.142799000
14,476730,8085.161281000
15,476731,8085.176044000
16,476732,8085.193491000
17,476733,8085.209490000
18,476734,8085.228242000
19,476735,8085.242781000
20,476736,8085.261190000
21,476737,8085.276202000
22,476738,8085.294353000
23,476739,8085.309633000
24,476740,8085.326910000
25,476741,8085.343046000
26,476742,8085.361313000
27,476743,8085.376875000
28,476744,8085.393775000
29,476745,8085.409530000
30,476746,8085.427976000
31,476747,8085.442652000
32,476748,8085.460234000
33,476749,8085.475915000
34,476750,8085.494742000
35,476751,8085.509401000
36,476752,8085.527863000
37,476753,8085.542817000
38,476754,8085.561082000
39,476755,8085.576165000
40,476756,8085.593531000
41,476757,8085.609590000
42,476758,8085.627879000
43,476759,8085.642549000
44,476760,8085.660544000
45,476761,8085.676581000
46,476762,8085.694743000
47,476763,8085.709275000
48,476764,8085.726880000
49,476765,8085.742499000
50,476766,8085.761266000
51,476767,8085.776698000
52,476768,8085.793405000
53,476769,8085.809390000
54,476770,8085.827565000
55,476771,8085.842698000
56,476772,8085.860084000
57,476773,8085.875743000
58,476774,8085.894404000
59,476775,8085.909058000
60,476776,8085.927046000
61,476777,8085.942649000
62,476778,8085.961259000
63,476779,8085.975605000
64,476780,8085.993518000
65,476781,8086.009095000
66,476782,8086.027905000
67,476783,8086.042465000
68,476784,8086.061157000
69,476785,8086.076305000
70,476786,8086.094660000
71,476787,8086.109528000
72,476788,8086.126785000
73,476789,8086.142489000
74,476790,8086.161149000
75,476791,8086.176252000
76,476792,8086.193644000
77,476793,8086.208918000
78,476794,8086.227805000
79,476795,8086.242228000
80,476796,8086.260194000
81,476797,8086.275575000
82,476798,8086.294437000
83,476799,8086.309046000
84,476800,8086.327856000
85,476801,8086.342690000
86,476802,8086.360752000
87,476803,8086.375919000
88,476804,8086.393388000
89,476805,8086.408811000
90,476806,8086.427595000
91,476807,8086.442250000
92,476808,8086.460098000
93,476809,8086.475314000
94,476810,8086.494391000
95,476811,8086.508630000
96,476812,8086.526503000
97,476813,8086.542087000
98,476814,8086.561022000
99,476815,8086.575475000
100,476816,8086.594108000
101,476817,8086.609052000
102,476818,8086.627282000
103,476819,8086.642282000
104,476820,8086.659876000
105,476821,8086.675797000
106,476822,8086.694254000
107,476823,8086.709174000
108,476824,8086.726849000
109,476825,8086.742319000
110,476826,8086.760934000
111,476827,8086.775369000
112,476828,8086.793238000
113,476829,8086.808849000
114,476830,8086.827600000
115,476831,8086.842237000
116,476832,8086.859730000
117,476833,8086.875670000
118,476834,8086.893843000
119,476835,8086.909272000
120,476836,8086.926588000
121,476837,8086.942181000
122,476838,8086.960745000
123,476839,8086.975439000
124,476840,8086.993488000
125,476841,8087.008216000
126,476842,8087.027391000
127,476843,8087.042042000
128,476844,8087.059872000
129,476845,8087.075597000
130,476846,8087.094153000
131,476847,8087.109212000
132,476848,8087.127666000
133,476849,8087.141462000
134,476850,8087.160706000
135,476851,8087.175571000
136,476852,8087.193147000
137,476853,8087.208062000
138,476854,8087.227347000
139,476855,8087.241340000
140,476856,8087.259525000
141,476857,8087.274614000
142,476858,8087.293969000
143,476859,8087.308625000
144,476860,8087.326393000
145,476861,8087.342102000
146,476862,8087.360338000
147,476863,8087.375739000
148,476864,8087.392974000
149,476865,8087.409074000
150,476866,8087.427075000
151,476867,8087.441953000
152,476868,8087.459685000
153,476869,8087.474622000
154,476870,8087.494073000
155,476871,8087.508795000
156,476872,8087.526248000
157,476873,8087.541187000
158,476874,8087.560470000
159,476875,8087.574608000
160,476876,8087.591952000
161,476877,8087.609002000
162,476878,8087.627453000
163,476879,8087.641087000
164,476880,8087.659637000
165,476881,8087.675324000
166,476882,8087.693578000
167,476883,8087.707747000
168,476884,8087.726331000
169,476885,8087.741068000
170,476886,8087.760640000
171,476887,8087.774492000
172,476888,8087.793010000
173,476889,8087.807824000
174,476890,8087.827159000
175,476891,8087.841199000
176,476892,8087.859208000
177,476893,8087.874379000
178,476894,8087.893986000
179,476895,8087.907634000
180,476896,8087.926157000
181,476897,8087.941020000
182,476898,8087.960366000
183,476899,8087.974218000
184,476900,8087.993066000
185,476901,8088.007537000
186,476902,8088.027099000
187,476903,8088.041530000
