frame_index,seq,header_stamp
0,38750,1195.493330000
1,38751,1195.512043000
2,38752,1195.526671000
3,38753,1195.545142000
4,38754,1195.559931000
5,38755,1195.578868000
6,38756,1195.593212000
7,38757,1195.612916000
8,38758,1195.626734000
9,38759,1195.644910000
10,38760,1195.659906000
11,38761,1195.679627000
12,38762,1195.693686000
13,38763,1195.712428000
14,38764,1195.726673000
15,38765,1195.744883000
16,38766,1195.759887000
17,38767,1195.778603000
18,38768,1195.793101000
19,38769,1195.812827000
20,38770,1195.826453000
21,38771,1195.845449000
22,38772,1195.859760000
23,38773,1195.879660000
24,38774,1195.893070000
25,38775,1195.910745000
26,38776,1195.926503000
27,38777,1195.946246000
28,38778,1195.959967000
29,38779,1195.978357000
30,38780,1195.993035000
31,38781,1196.011406000
32,38782,1196.026345000
33,38783,1196.045340000
34,38784,1196.059661000
35,38785,1196.079552000
36,38786,1196.092977000
37,38787,1196.111862000
38,38788,1196.126245000
39,38789,1196.146047000
40,38790,1196.159662000
41,38791,1196.177252000
42,38792,1196.193085000
43,38793,1196.212754000
44,38794,1196.226382000
45,38795,1196.245302000
46,38796,1196.259552000
47,38797,1196.279601000
48,38798,1196.292968000
49,38799,1196.311805000
50,38800,1196.326193000
51,38801,1196.346635000
52,38802,1196.359484000
53,38803,1196.378283000
54,38804,1196.392821000
55,38805,1196.412729000
56,38806,1196.426202000
57,38807,1196.445196000
58,38808,1196.459598000
59,38809,1196.479571000
60,38810,1196.492954000
61,38811,1196.510561000
62,38812,1196.526030000
63,38813,1196.544124000
64,38814,1196.559365000
65,38815,1196.578084000
66,38816,1196.592695000
67,38817,1196.612487000
68,38818,1196.626025000
69,38819,1196.644972000
70,38820,1196.659365000
71,38821,1196.679202000
72,38822,1196.692875000
73,38823,1196.710614000
74,38824,1196.726158000
75,38825,1196.746066000
76,38826,1196.759339000
77,38827,1196.777190000
78,38828,1196.792548000
79,38829,1196.812774000
80,38830,1196.825894000
81,38831,1196.844956000
82,38832,1196.859210000
83,38833,1196.879113000
84,38834,1196.892537000
85,38835,1196.911500000
86,38836,1196.925922000
87,38837,1196.946004000
88,38838,1196.959401000
89,38839,1196.976835000
90,38840,1196.992635000
91,38841,1197.012671000
92,38842,1197.026083000
93,38843,1197.045280000
94,38844,1197.059151000
95,38845,1197.079542000
96,38846,1197.092488000
97,38847,1197.111326000
98,38848,1197.125712000
99,38849,1197.145666000
100,38850,1197.159064000
101,38851,1197.178064000
102,38852,1197.192507000
103,38853,1197.212359000
104,38854,1197.225924000
105,38855,1197.244993000
106,38856,1197.259033000
107,38857,1197.279350000
108,38858,1197.292423000
109,38859,1197.309863000
110,38860,1197.325668000
111,38861,1197.346167000
112,38862,1197.359007000
113,38863,1197.378071000
114,38864,1197.392276000
115,38865,1197.412304000
116,38866,1197.425659000
117,38867,1197.444012000
118,38868,1197.459133000
119,38869,1197.478971000
120,38870,1197.492439000
121,38871,1197.509589000
122,38872,1197.525563000
123,38873,1197.545890000
124,38874,1197.558940000
125,38875,1197.576424000
126,38876,1197.592148000
127,38877,1197.612578000
128,38878,1197.625474000
129,38879,1197.643000000
130,38880,1197.658843000
131,38881,1197.678909000
132,38882,1197.692288000
133,38883,1197.709420000
134,38884,1197.725666000
135,38885,1197.745833000
136,38886,1197.758872000
137,38887,1197.776078000
138,38888,1197.792045000
139,38889,1197.812612000
140,38890,1197.825389000
141,38891,1197.843021000
142,38892,1197.858701000
143,38893,1197.879224000
144,38894,1197.892043000
145,38895,1197.909421000
146,38896,1197.925318000
147,38897,1197.945708000
148,38898,1197.958842000
149,38899,1197.976063000
150,38900,1197.992172000
151,38901,1198.012382000
152,38902,1198.025351000
153,38903,1198.044277000
154,38904,1198.058689000
155,38905,1198.079249000
156,38906,1198.092049000
157,38907,1198.109597000
158,38908,1198.125233000
159,38909,1198.146088000
160,38910,1198.158543000
161,38911,1198.176069000
162,38912,1198.191887000
163,38913,1198.212091000
164,38914,1198.225417000
165,38915,1198.243868000
166,38916,1198.258629000
167,38917,1198.278825000
168,38918,1198.291881000
169,38919,1198.309484000
170,38920,1198.325132000
171,38921,1198.346246000
172,38922,1198.358442000
173,38923,1198.376193000
174,38924,1198.391737000
175,38925,1198.412282000
176,38926,1198.425102000
177,38927,1198.442980000
178,38928,1198.458506000
179,38929,1198.478865000
180,38930,1198.491940000
181,38931,1198.510271000
182,38932,1198.525106000
183,38933,1198.545783000
184,38934,1198.558349000
185,38935,1198.575945000
186,38936,1198.591606000
187,38937,1198.612426000
188,38938,1198.624977000
189,38939,1198.644318000
190,38940,1198.658337000
191,38941,1198.679120000
192,38942,1198.691701000
193,38943,1198.709257000
194,38944,1198.725153000
195,38945,1198.745648000
196,38946,1198.758466000
197,38947,1198.777185000
198,38948,1198.791582000
199,38949,1198.812157000
200,38950,1198.824850000
201,38951,1198.844098000
202,38952,1198.858232000
203,38953,1198.879092000
204,38954,1198.891509000
205,38955,1198.909416000
206,38956,1198.924789000
207,38957,1198.945550000
208,38958,1198.958275000
209,38959,1198.976050000
210,38960,1198.991662000
211,38961,1199.012156000
212,38962,1199.024836000
213,38963,1199.042608000
214,38964,1199.058368000
215,38965,1199.078882000
216,38966,1199.091456000
217,38967,1199.109225000
218,38968,1199.124704000
219,38969,1199.145954000
220,38970,1199.158020000
221,38971,1199.176010000
222,38972,1199.191367000
223,38973,1199.212259000
224,38974,1199.224827000
225,38975,1199.242554000
226,38976,1199.258180000
227,38977,1199.278810000
228,38978,1199.291385000
229,38979,1199.310337000
230,38980,1199.324692000
231,38981,1199.344908000
232,38982,1199.357968000
233,38983,1199.376016000
234,38984,1199.391320000
235,38985,1199.412373000
236,38986,1199.424579000
237,38987,1199.442422000
238,38988,1199.457926000
239,38989,1199.479013000
240,38990,1199.491443000
241,38991,1199.509296000
242,38992,1199.524645000
243,38993,1199.544675000
244,38994,1199.557900000
245,38995,1199.577033000
246,38996,1199.591152000
247,38997,1199.612153000
248,38998,1199.624477000
249,38999,1199.642444000
250,39000,1199.657803000
251,39001,1199.678935000
252,39002,1199.691147000
253,39003,1199.709333000
254,39004,1199.724562000
255,39005,1199.744758000
256,39006,1199.758113000
257,39007,1199.776123000
258,39008,1199.791050000
259,39009,1199.811852000
260,39010,1199.824370000
261,39011,1199.842002000
262,39012,1199.857663000
263,39013,1199.878690000
264,39014,1199.890986000
265,39015,1199.909108000
266,39016,1199.924293000
267,39017,1199.944485000
268,39018,1199.957712000
269,39019,1199.975877000
270,39020,1199.991121000
271,39021,1200.012145000
272,39022,1200.024513000
273,39023,1200.042398000
274,39024,1200.057619000
275,39025,1200.078544000
276,39026,1200.091797000
277,39027,1200.110248000
278,39028,1200.124209000
279,39029,1200.144582000
280,39030,1200.157578000
281,39031,1200.175344000
282,39032,1200.190806000
283,39033,1200.210989000
284,39034,1200.224268000
285,39035,1200.242249000
286,39036,1200.257684000
287,39037,1200.278367000
288,39038,1200.290871000
