frame_index,seq,header_stamp
0,38151,1195.487342000
1,38152,1195.508607000
2,38153,1195.520247000
3,38154,1195.537080000
4,38155,1195.555620000
5,38156,1195.573954000
6,38157,1195.587177000
7,38158,1195.604095000
8,38159,1195.620191000
9,38160,1195.640222000
10,38161,1195.655164000
11,38162,1195.670047000
12,38163,1195.687093000
13,38164,1195.707084000
14,38165,1195.720357000
15,38166,1195.737372000
16,38167,1195.753836000
17,38168,1195.773844000
18,38169,1195.786980000
19,38170,1195.803848000
20,38171,1195.820137000
21,38172,1195.839923000
22,38173,1195.853356000
23,38174,1195.870523000
24,38175,1195.887066000
25,38176,1195.906980000
26,38177,1195.920284000
27,38178,1195.937411000
28,38179,1195.953442000
29,38180,1195.973222000
30,38181,1195.986690000
31,38182,1196.003879000
32,38183,1196.020838000
33,38184,1196.038478000
34,38185,1196.053467000
35,38186,1196.070292000
36,38187,1196.087172000
37,38188,1196.108632000
38,38189,1196.120073000
39,38190,1196.137206000
40,38191,1196.153312000
41,38192,1196.173201000
42,38193,1196.186785000
43,38194,1196.203585000
44,38195,1196.220273000
45,38196,1196.240035000
46,38197,1196.253178000
47,38198,1196.270086000
48,38199,1196.287009000
49,38200,1196.306943000
50,38201,1196.320064000
51,38202,1196.337053000
52,38203,1196.353148000
53,38204,1196.373186000
54,38205,1196.386571000
55,38206,1196.403443000
56,38207,1196.420333000
57,38208,1196.440304000
58,38209,1196.453308000
59,38210,1196.470216000
60,38211,1196.486905000
61,38212,1196.506813000
62,38213,1196.519965000
63,38214,1196.536807000
64,38215,1196.553625000
65,38216,1196.573490000
66,38217,1196.586498000
67,38218,1196.603591000
68,38219,1196.620182000
69,38220,1196.639011000
70,38221,1196.653309000
71,38222,1196.670118000
72,38223,1196.686883000
73,38224,1196.708427000
74,38225,1196.720226000
75,38226,1196.736978000
76,38227,1196.754153000
77,38228,1196.773206000
78,38229,1196.786593000
79,38230,1196.803379000
80,38231,1196.820177000
81,38232,1196.838865000
82,38233,1196.853253000
83,38234,1196.870171000
84,38235,1196.886403000
85,38236,1196.906240000
86,38237,1196.920120000
87,38238,1196.936048000
88,38239,1196.953025000
89,38240,1196.972997000
90,38241,1196.986352000
91,38242,1197.003374000
92,38243,1197.019986000
93,38244,1197.039894000
94,38245,1197.053267000
95,38246,1197.069865000
96,38247,1197.086285000
97,38248,1197.106037000
98,38249,1197.119511000
99,38250,1197.136658000
100,38251,1197.153254000
101,38252,1197.173217000
102,38253,1197.186530000
103,38254,1197.203059000
104,38255,1197.219866000
105,38256,1197.238720000
106,38257,1197.252955000
107,38258,1197.269857000
108,38259,1197.286433000
109,38260,1197.307322000
110,38261,1197.319752000
111,38262,1197.336287000
112,38263,1197.353046000
113,38264,1197.372752000
114,38265,1197.386109000
115,38266,1197.403183000
116,38267,1197.419777000
117,38268,1197.439779000
118,38269,1197.452944000
119,38270,1197.470116000
120,38271,1197.485931000
121,38272,1197.506100000
122,38273,1197.519358000
123,38274,1197.536277000
124,38275,1197.553074000
125,38276,1197.572897000
126,38277,1197.586339000
127,38278,1197.603340000
128,38279,1197.619194000
129,38280,1197.639093000
130,38281,1197.652654000
131,38282,1197.669941000
132,38283,1197.686092000
