frame_index,seq,header_stamp
0,30330,649.936093000
1,30331,649.953927000
2,30332,649.969644000
3,30333,649.987528000
4,30334,650.002869000
5,30335,650.020912000
6,30336,650.036181000
7,30337,650.054470000
8,30338,650.069623000
9,30339,650.087639000
10,30340,650.102796000
11,30341,650.121245000
12,30342,650.136250000
13,30343,650.154644000
14,30344,650.169854000
15,30345,650.188990000
16,30346,650.202715000
17,30347,650.220806000
18,30348,650.236173000
19,30349,650.254182000
20,30350,650.269366000
21,30351,650.287492000
22,30352,650.302820000
23,30353,650.321274000
24,30354,650.336248000
25,30355,650.354361000
26,30356,650.369573000
27,30357,650.387712000
28,30358,650.402427000
29,30359,650.420704000
30,30360,650.435837000
31,30361,650.455590000
32,30362,650.469326000
33,30363,650.488656000
34,30364,650.503883000
35,30365,650.520875000
36,30366,650.535810000
37,30367,650.554151000
38,30368,650.569465000
39,30369,650.587739000
40,30370,650.602321000
41,30371,650.621030000
42,30372,650.636376000
43,30373,650.654406000
44,30374,650.668933000
45,30375,650.688620000
46,30376,650.703745000
47,30377,650.721027000
48,30378,650.735823000
49,30379,650.753900000
50,30380,650.769235000
51,30381,650.787486000
52,30382,650.802285000
53,30383,650.820859000
54,30384,650.836238000
55,30385,650.854498000
56,30386,650.868877000
57,30387,650.887640000
58,30388,650.902939000
59,30389,650.921132000
60,30390,650.935498000
61,30391,650.954751000
62,30392,650.970070000
63,30393,650.988591000
64,30394,651.002273000
65,30395,651.020504000
66,30396,651.035454000
67,30397,651.053843000
68,30398,651.068752000
69,30399,651.087130000
70,30400,651.102334000
71,30401,651.120935000
72,30402,651.135494000
73,30403,651.154090000
74,30404,651.169536000
75,30405,651.187606000
76,30406,651.202049000
77,30407,651.220782000
78,30408,651.235839000
79,30409,651.254044000
80,30410,651.268802000
81,30411,651.286949000
82,30412,651.302347000
83,30413,651.320693000
84,30414,651.335236000
85,30415,651.353823000
86,30416,651.369091000
87,30417,651.387544000
88,30418,651.401936000
89,30419,651.420705000
90,30420,651.435878000
91,30421,651.454301000
92,30422,651.468650000
93,30423,651.486954000
94,30424,651.502444000
95,30425,651.520617000
96,30426,651.535178000
97,30427,651.553680000
98,30428,651.569064000
99,30429,651.587263000
100,30430,651.601786000
101,30431,651.620611000
102,30432,651.635460000
103,30433,651.654093000
104,30434,651.668566000
105,30435,651.686778000
106,30436,651.702237000
107,30437,651.720658000
108,30438,651.735188000
109,30439,651.753659000
110,30440,651.769053000
111,30441,651.787228000
112,30442,651.801721000
113,30443,651.820213000
114,30444,651.835237000
115,30445,651.853762000
116,30446,651.868318000
117,30447,651.887073000
118,30448,651.902373000
119,30449,651.918861000
120,30450,651.934989000
121,30451,651.952490000
122,30452,651.968553000
123,30453,651.987282000
124,30454,652.001765000
125,30455,652.020263000
126,30456,652.035604000
127,30457,652.053691000
128,30458,652.068505000
129,30459,652.086882000
130,30460,652.102263000
131,30461,652.120474000
132,30462,652.134889000
133,30463,652.153778000
134,30464,652.169060000
135,30465,652.185939000
136,30466,652.201470000
137,30467,652.220240000
138,30468,652.235323000
139,30469,652.253486000
140,30470,652.268266000
141,30471,652.286803000
142,30472,652.301981000
143,30473,652.320342000
144,30474,652.334805000
145,30475,652.353714000
146,30476,652.369132000
147,30477,652.385190000
148,30478,652.401258000
149,30479,652.420084000
150,30480,652.434982000
151,30481,652.453633000
152,30482,652.468024000
153,30483,652.486649000
154,30484,652.501914000
155,30485,652.520357000
156,30486,652.534759000
157,30487,652.553414000
158,30488,652.568599000
159,30489,652.587000000
160,30490,652.601210000
161,30491,652.620299000
162,30492,652.635393000
163,30493,652.653345000
164,30494,652.667832000
165,30495,652.686499000
166,30496,652.701476000
167,30497,652.719423000
168,30498,652.734586000
169,30499,652.753298000
170,30500,652.768504000
171,30501,652.786637000
172,30502,652.801251000
173,30503,652.818364000
174,30504,652.835330000
175,30505,652.851543000
176,30506,652.867714000
177,30507,652.884989000
178,30508,652.901709000
179,30509,652.920147000
180,30510,652.934353000
181,30511,652.953137000
182,30512,652.968114000
183,30513,652.986756000
184,30514,653.001224000
185,30515,653.020058000
186,30516,653.035211000
187,30517,653.051260000
188,30518,653.067635000
189,30519,653.086544000
190,30520,653.101640000
191,30521,653.118373000
192,30522,653.134237000
193,30523,653.151527000
194,30524,653.168382000
195,30525,653.184722000
196,30526,653.200962000
197,30527,653.218963000
198,30528,653.234791000
199,30529,653.253377000
200,30530,653.267697000
201,30531,653.286497000
202,30532,653.301697000
203,30533,653.317885000
204,30534,653.334170000
205,30535,653.351296000
206,30536,653.368040000
207,30537,653.386755000
208,30538,653.400754000
209,30539,653.417937000
210,30540,653.434563000
211,30541,653.451539000
212,30542,653.467402000
213,30543,653.486259000
214,30544,653.501369000
215,30545,653.518101000
216,30546,653.534261000
217,30547,653.551154000
218,30548,653.568066000
219,30549,653.584711000
220,30550,653.600699000
