frame_index,seq,header_stamp
0,27015,594.717891000
1,27016,594.733899000
2,27017,594.751877000
3,27018,594.766856000
4,27019,594.784785000
5,27020,594.800545000
6,27021,594.818345000
7,27022,594.832885000
8,27023,594.850348000
9,27024,594.867114000
10,27025,594.885271000
11,27026,594.899488000
12,27027,594.916675000
13,27028,594.933138000
14,27029,594.950441000
15,27030,594.966779000
16,27031,594.984926000
17,27032,595.000334000
18,27033,595.018142000
19,27034,595.032861000
20,27035,595.050220000
21,27036,595.067036000
22,27037,595.084901000
23,27038,595.100254000
24,27039,595.118293000
25,27040,595.134148000
26,27041,595.150238000
27,27042,595.166061000
28,27043,595.183274000
29,27044,595.200193000
30,27045,595.218327000
31,27046,595.232865000
32,27047,595.250154000
33,27048,595.266946000
34,27049,595.284591000
35,27050,595.299442000
36,27051,595.316822000
37,27052,595.333962000
38,27053,595.350270000
39,27054,595.365957000
40,27055,595.383190000
41,27056,595.400448000
42,27057,595.416749000
43,27058,595.432592000
44,27059,595.449822000
45,27060,595.466910000
46,27061,595.485150000
47,27062,595.499465000
48,27063,595.516729000
49,27064,595.532635000
50,27065,595.550029000
51,27066,595.565913000
52,27067,595.583303000
53,27068,595.599567000
54,27069,595.617000000
55,27070,595.632499000
56,27071,595.649806000
57,27072,595.667102000
58,27073,595.683071000
59,27074,595.699478000
60,27075,595.716575000
61,27076,595.732975000
62,27077,595.750268000
63,27078,595.766734000
64,27079,595.782895000
65,27080,595.800079000
66,27081,595.816403000
67,27082,595.832369000
68,27083,595.849678000
69,27084,595.865928000
70,27085,595.883317000
71,27086,595.898999000
72,27087,595.916067000
73,27088,595.932460000
74,27089,595.949683000
75,27090,595.965785000
76,27091,595.983017000
77,27092,595.999535000
78,27093,596.016593000
79,27094,596.032409000
80,27095,596.051989000
81,27096,596.067007000
82,27097,596.083084000
83,27098,596.098864000
84,27099,596.116199000
85,27100,596.132752000
86,27101,596.150081000
87,27102,596.165518000
88,27103,596.182620000
89,27104,596.199208000
90,27105,596.216238000
91,27106,596.232530000
92,27107,596.249690000
93,27108,596.266065000
94,27109,596.283130000
95,27110,596.298847000
96,27111,596.316139000
97,27112,596.332631000
98,27113,596.349918000
99,27114,596.365395000
100,27115,596.382875000
101,27116,596.399601000
