frame_index,seq,header_stamp
0,481164,8168.936637000
1,481165,8168.951277000
2,481166,8168.971109000
3,481167,8168.984741000
4,481168,8169.002654000
5,481169,8169.017899000
6,481170,8169.037952000
7,481171,8169.051188000
8,481172,8169.069383000
9,481173,8169.084497000
10,481174,8169.104333000
11,481175,8169.117951000
12,481176,8169.135947000
13,481177,8169.151264000
14,481178,8169.171220000
15,481179,8169.184446000
16,481180,8169.202620000
17,481181,8169.217858000
18,481182,8169.237731000
19,481183,8169.251166000
20,481184,8169.269343000
21,481185,8169.284327000
22,481186,8169.304673000
23,481187,8169.317646000
24,481188,8169.335836000
25,481189,8169.351109000
26,481190,8169.370847000
27,481191,8169.384331000
28,481192,8169.402637000
29,481193,8169.417577000
30,481194,8169.437687000
31,481195,8169.450929000
32,481196,8169.468724000
33,481197,8169.484405000
34,481198,8169.504236000
35,481199,8169.517663000
36,481200,8169.536139000
37,481201,8169.550829000
38,481202,8169.570842000
39,481203,8169.584193000
40,481204,8169.601979000
41,481205,8169.617625000
42,481206,8169.637416000
43,481207,8169.650837000
44,481208,8169.669265000
45,481209,8169.684086000
46,481210,8169.703957000
47,481211,8169.717438000
48,481212,8169.735259000
49,481213,8169.750711000
50,481214,8169.770590000
51,481215,8169.784144000
52,481216,8169.802526000
53,481217,8169.817356000
54,481218,8169.837237000
55,481219,8169.850831000
56,481220,8169.868587000
57,481221,8169.884001000
58,481222,8169.903912000
59,481223,8169.917287000
60,481224,8169.935759000
61,481225,8169.950576000
62,481226,8169.968945000
63,481227,8169.984105000
64,481228,8170.001637000
65,481229,8170.017326000
66,481230,8170.035838000
67,481231,8170.050471000
68,481232,8170.068873000
69,481233,8170.083791000
70,481234,8170.102122000
71,481235,8170.117364000
72,481236,8170.135088000
73,481237,8170.150581000
74,481238,8170.169388000
75,481239,8170.183749000
76,481240,8170.202407000
77,481241,8170.217127000
78,481242,8170.235761000
79,481243,8170.250576000
80,481244,8170.268494000
81,481245,8170.283840000
82,481246,8170.304078000
83,481247,8170.317029000
84,481248,8170.335495000
85,481249,8170.350385000
86,481250,8170.368969000
87,481251,8170.383649000
88,481252,8170.401970000
89,481253,8170.416927000
90,481254,8170.437509000
91,481255,8170.450255000
92,481256,8170.468751000
93,481257,8170.483750000
94,481258,8170.502286000
95,481259,8170.517010000
96,481260,8170.535244000
97,481261,8170.550190000
98,481262,8170.570833000
99,481263,8170.584423000
100,481264,8170.600320000
101,481265,8170.617470000
102,481266,8170.635822000
103,481267,8170.650207000
104,481268,8170.668672000
105,481269,8170.683346000
106,481270,8170.703752000
107,481271,8170.716739000
108,481272,8170.735866000
109,481273,8170.750193000
110,481274,8170.769178000
111,481275,8170.783618000
112,481276,8170.802187000
113,481277,8170.816651000
114,481278,8170.835919000
115,481279,8170.850095000
116,481280,8170.868781000
117,481281,8170.883405000
118,481282,8170.902082000
119,481283,8170.916694000
120,481284,8170.935571000
121,481285,8170.949873000
122,481286,8170.969030000
123,481287,8170.983372000
124,481288,8171.001873000
125,481289,8171.016707000
126,481290,8171.035614000
127,481291,8171.049781000
128,481292,8171.068733000
129,481293,8171.083148000
130,481294,8171.102326000
131,481295,8171.116663000
132,481296,8171.135188000
133,481297,8171.150060000
134,481298,8171.168322000
135,481299,8171.183092000
136,481300,8171.201671000
137,481301,8171.216364000
138,481302,8171.235218000
139,481303,8171.249919000
140,481304,8171.267960000
141,481305,8171.283176000
142,481306,8171.302746000
143,481307,8171.316309000
144,481308,8171.335308000
145,481309,8171.349632000
146,481310,8171.368410000
147,481311,8171.383131000
148,481312,8171.401638000
149,481313,8171.416207000
150,481314,8171.436137000
151,481315,8171.449530000
152,481316,8171.468580000
153,481317,8171.483002000
154,481318,8171.502053000
155,481319,8171.516397000
156,481320,8171.534988000
157,481321,8171.549468000
158,481322,8171.568648000
159,481323,8171.582792000
160,481324,8171.601836000
161,481325,8171.616333000
162,481326,8171.635292000
163,481327,8171.649581000
164,481328,8171.668542000
165,481329,8171.682698000
166,481330,8171.701643000
167,481331,8171.716060000
168,481332,8171.735147000
169,481333,8171.749517000
170,481334,8171.768438000
171,481335,8171.783018000
172,481336,8171.801408000
173,481337,8171.815971000
174,481338,8171.834818000
175,481339,8171.849286000
176,481340,8171.868436000
177,481341,8171.882827000
178,481342,8171.901719000
179,481343,8171.916074000
180,481344,8171.935064000
181,481345,8171.949278000
182,481346,8171.968227000
183,481347,8171.982627000
184,481348,8172.001803000
185,481349,8172.016014000
186,481350,8172.035030000
187,481351,8172.049187000
188,481352,8172.068303000
189,481353,8172.082452000
190,481354,8172.100702000
191,481355,8172.115929000
192,481356,8172.133998000
193,481357,8172.149300000
194,481358,8172.166341000
195,481359,8172.182919000
196,481360,8172.200595000
197,481361,8172.215732000
198,481362,8172.233985000
199,481363,8172.249257000
200,481364,8172.266450000
201,481365,8172.282614000
202,481366,8172.300219000
203,481367,8172.315695000
204,481368,8172.333614000
205,481369,8172.349048000
206,481370,8172.365990000
207,481371,8172.382550000
208,481372,8172.399509000
209,481373,8172.415805000
210,481374,8172.433394000
211,481375,8172.448998000
212,481376,8172.468225000
213,481377,8172.482362000
214,481378,8172.499745000
215,481379,8172.515840000
216,481380,8172.535096000
217,481381,8172.548815000
218,481382,8172.566261000
219,481383,8172.582175000
220,481384,8172.601370000
221,481385,8172.615658000
222,481386,8172.632847000
223,481387,8172.649065000
224,481388,8172.666591000
225,481389,8172.682404000
226,481390,8172.699757000
227,481391,8172.716752000
228,481392,8172.733497000
229,481393,8172.749133000
230,481394,8172.766273000
231,481395,8172.782358000
232,481396,8172.799385000
233,481397,8172.816804000
234,481398,8172.832642000
235,481399,8172.848853000
236,481400,8172.866101000
237,481401,8172.882629000
238,481402,8172.899140000
239,481403,8172.915653000
240,481404,8172.932706000
241,481405,8172.948699000
242,481406,8172.966027000
243,481407,8172.982028000
244,481408,8172.999151000
245,481409,8173.015785000
246,481410,8173.032438000
247,481411,8173.048914000
248,481412,8173.065957000
249,481413,8173.081869000
250,481414,8173.099251000
251,481415,8173.115312000
252,481416,8173.134677000
253,481417,8173.148923000
254,481418,8173.166952000
255,481419,8173.182118000
256,481420,8173.200553000
257,481421,8173.215191000
258,481422,8173.233732000
259,481423,8173.248775000
260,481424,8173.266374000
261,481425,8173.282063000
262,481426,8173.301007000
263,481427,8173.315379000
264,481428,8173.334317000
265,481429,8173.348543000
266,481430,8173.365586000
267,481431,8173.382043000
268,481432,8173.399114000
269,481433,8173.415399000
270,481434,8173.432214000
271,481435,8173.448645000
272,481436,8173.465731000
273,481437,8173.481763000
274,481438,8173.498913000
275,481439,8173.515488000
276,481440,8173.532480000
277,481441,8173.548833000
278,481442,8173.565699000
279,481443,8173.581868000
280,481444,8173.598964000
281,481445,8173.615274000
282,481446,8173.632379000
283,481447,8173.648854000
284,481448,8173.665088000
285,481449,8173.682076000
286,481450,8173.699047000
287,481451,8173.715189000
288,481452,8173.732521000
289,481453,8173.748919000
290,481454,8173.765934000
291,481455,8173.782722000
292,481456,8173.799042000
293,481457,8173.815303000
294,481458,8173.832178000
295,481459,8173.848429000
296,481460,8173.865679000
297,481461,8173.881712000
298,481462,8173.899135000
299,481463,8173.915178000
300,481464,8173.931921000
301,481465,8173.947827000
302,481466,8173.965857000
303,481467,8173.982793000
304,481468,8173.998776000
305,481469,8174.014997000
306,481470,8174.032296000
307,481471,8174.047845000
308,481472,8174.065220000
309,481473,8174.081073000
310,481474,8174.098726000
311,481475,8174.114882000
312,481476,8174.132056000
313,481477,8174.147851000
314,481478,8174.165536000
315,481479,8174.181898000
316,481480,8174.199367000
317,481481,8174.214290000
318,481482,8174.231910000
319,481483,8174.247694000
320,481484,8174.265244000
321,481485,8174.281626000
322,481486,8174.299042000
323,481487,8174.314265000
324,481488,8174.334787000
325,481489,8174.347526000
326,481490,8174.365076000
327,481491,8174.381563000
328,481492,8174.399518000
329,481493,8174.414250000
330,481494,8174.431776000
331,481495,8174.447427000
332,481496,8174.465010000
333,481497,8174.480764000
334,481498,8174.498614000
335,481499,8174.514849000
336,481500,8174.532467000
337,481501,8174.547458000
338,481502,8174.565266000
339,481503,8174.580712000
340,481504,8174.598637000
341,481505,8174.614020000
342,481506,8174.631957000
343,481507,8174.647586000
344,481508,8174.665039000
345,481509,8174.680632000
346,481510,8174.698355000
347,481511,8174.713953000
348,481512,8174.731652000
349,481513,8174.747328000
350,481514,8174.764910000
351,481515,8174.780753000
352,481516,8174.798664000
353,481517,8174.813921000
354,481518,8174.831682000
355,481519,8174.847202000
356,481520,8174.864689000
357,481521,8174.880644000
358,481522,8174.898485000
359,481523,8174.914164000
360,481524,8174.934613000
361,481525,8174.947154000
362,481526,8174.965074000
363,481527,8174.980445000
364,481528,8174.998012000
365,481529,8175.013965000
366,481530,8175.031599000
367,481531,8175.047141000
368,481532,8175.065243000
369,481533,8175.080362000
370,481534,8175.098447000
371,481535,8175.113661000
372,481536,8175.131558000
373,481537,8175.147252000
374,481538,8175.165122000
375,481539,8175.180343000
376,481540,8175.198598000
377,481541,8175.213634000
378,481542,8175.231399000
379,481543,8175.246974000
380,481544,8175.264632000
381,481545,8175.282056000
382,481546,8175.298195000
383,481547,8175.313773000
384,481548,8175.331936000
385,481549,8175.347693000
386,481550,8175.364675000
387,481551,8175.382057000
388,481552,8175.399734000
389,481553,8175.415079000
390,481554,8175.430375000
391,481555,8175.446817000
392,481556,8175.464482000
393,481557,8175.481714000
394,481558,8175.497869000
395,481559,8175.513689000
396,481560,8175.533468000
397,481561,8175.546769000
398,481562,8175.564129000
399,481563,8175.580511000
400,481564,8175.599961000
401,481565,8175.613340000
402,481566,8175.631099000
403,481567,8175.647439000
404,481568,8175.665629000
405,481569,8175.680043000
406,481570,8175.697729000
407,481571,8175.713246000
408,481572,8175.732466000
409,481573,8175.746596000
410,481574,8175.763896000
411,481575,8175.780139000
412,481576,8175.798281000
413,481577,8175.813184000
414,481578,8175.832143000
415,481579,8175.846515000
416,481580,8175.863703000
417,481581,8175.880050000
418,481582,8175.897810000
419,481583,8175.913611000
420,481584,8175.931716000
421,481585,8175.947165000
422,481586,8175.964367000
423,481587,8175.981755000
424,481588,8176.001072000
425,481589,8176.013369000
426,481590,8176.031301000
427,481591,8176.048853000
428,481592,8176.063548000
429,481593,8176.079751000
430,481594,8176.097582000
431,481595,8176.115143000
432,481596,8176.132752000
433,481597,8176.147395000
434,481598,8176.164318000
435,481599,8176.179897000
436,481600,8176.197180000
437,481601,8176.213450000
438,481602,8176.230844000
439,481603,8176.247077000
440,481604,8176.264329000
441,481605,8176.280393000
442,481606,8176.297247000
443,481607,8176.313220000
444,481608,8176.330505000
445,481609,8176.346980000
446,481610,8176.364146000
447,481611,8176.380300000
448,481612,8176.397823000
449,481613,8176.413913000
450,481614,8176.430723000
451,481615,8176.447357000
452,481616,8176.464656000
453,481617,8176.480289000
454,481618,8176.497388000
455,481619,8176.513361000
456,481620,8176.531195000
457,481621,8176.547341000
458,481622,8176.564131000
459,481623,8176.580325000
460,481624,8176.597960000
461,481625,8176.614165000
462,481626,8176.630914000
463,481627,8176.647542000
464,481628,8176.664199000
465,481629,8176.681725000
466,481630,8176.696173000
467,481631,8176.713917000
468,481632,8176.734333000
469,481633,8176.746608000
470,481634,8176.762874000
471,481635,8176.779424000
472,481636,8176.797549000
473,481637,8176.812525000
474,481638,8176.831144000
475,481639,8176.846020000
476,481640,8176.864660000
477,481641,8176.879714000
478,481642,8176.897501000
479,481643,8176.912703000
480,481644,8176.930909000
481,481645,8176.945758000
482,481646,8176.963138000
483,481647,8176.979452000
484,481648,8176.997791000
485,481649,8177.012481000
486,481650,8177.029369000
487,481651,8177.046147000
488,481652,8177.064145000
489,481653,8177.079074000
490,481654,8177.097571000
491,481655,8177.112308000
492,481656,8177.130577000
493,481657,8177.145755000
494,481658,8177.164057000
495,481659,8177.179024000
496,481660,8177.197404000
497,481661,8177.212257000
498,481662,8177.229595000
499,481663,8177.245952000
500,481664,8177.264177000
501,481665,8177.279098000
